model,group,case,variant,target,replacement,sentence_sim,contextual_span_sim,isolated_phrase_sim,changed_sentence
BERT-large-EN,ordinary_two_word_control,coffee cup,word_by_word,coffee cup,java container,0.9792622923851012,0.8134071826934814,0.7241984009742737,She placed the java container on the wooden table.
BERT-large-EN,ordinary_two_word_control,coffee cup,random,coffee cup,traffic signal,0.950814723968506,0.6015323996543884,0.7098783850669861,She placed the traffic signal on the wooden table.
BERT-large-EN,ordinary_two_word_control,wooden chair,synonym,wooden chair,timber seat,0.9731358885765076,0.9205800890922546,0.8292964100837708,The timber seat stood beside the fireplace.
BERT-large-EN,ordinary_two_word_control,wooden chair,component,wooden chair,chair,0.9905470013618468,0.921954333782196,0.7403839826583862,The chair stood beside the fireplace.
BERT-large-EN,ordinary_two_word_control,wooden chair,word_by_word,wooden chair,wood seat,0.982886016368866,0.924034059047699,0.8899405002593994,The wood seat stood beside the fireplace.
BERT-large-EN,ordinary_two_word_control,wooden chair,random,wooden chair,silver cloud,0.931357204914093,0.715857207775116,0.6984166502952576,The silver cloud stood beside the fireplace.
BERT-large-EN,ordinary_two_word_control,summer rain,synonym,summer rain,seasonal rainfall,0.974892795085907,0.8520746827125549,0.7922326922416687,The seasonal rainfall cooled the dusty street.
BERT-large-EN,ordinary_two_word_control,summer rain,component,summer rain,rain,0.989662230014801,0.9151225090026855,0.7685437202453613,The rain cooled the dusty street.
BERT-large-EN,ordinary_two_word_control,summer rain,word_by_word,summer rain,warm shower,0.9678179025650024,0.7819820046424866,0.714929461479187,The warm shower cooled the dusty street.
BERT-large-EN,ordinary_two_word_control,summer rain,random,summer rain,library key,0.947714388370514,0.6730114221572876,0.6986899375915527,The library key cooled the dusty street.
BERT-large-EN,ordinary_two_word_control,city park,synonym,city park,urban garden,0.9827299118041992,0.8988738656044006,0.8726134896278381,The urban garden opened after the renovation.
BERT-large-EN,ordinary_two_word_control,city park,component,city park,park,0.979618489742279,0.871633768081665,0.7936168909072876,The park opened after the renovation.
BERT-large-EN,ordinary_two_word_control,city park,word_by_word,city park,municipal green,0.9869588017463684,0.9146578907966614,0.8409085869789124,The municipal green opened after the renovation.
BERT-large-EN,ordinary_two_word_control,city park,random,city park,ocean pencil,0.9520475268363952,0.7848523259162903,0.6596320867538452,The ocean pencil opened after the renovation.
BERT-large-EN,ordinary_two_word_control,glass bottle,synonym,glass bottle,transparent container,0.9656140804290771,0.8496695160865784,0.7643857598304749,The transparent container rolled under the bench.
BERT-large-EN,ordinary_two_word_control,glass bottle,component,glass bottle,bottle,0.9873929619789124,0.9066218137741088,0.708176851272583,The bottle rolled under the bench.
BERT-large-EN,ordinary_two_word_control,glass bottle,word_by_word,glass bottle,crystal vessel,0.9663606286048888,0.8293926119804382,0.8376457691192627,The crystal vessel rolled under the bench.
BERT-large-EN,ordinary_two_word_control,glass bottle,random,glass bottle,mountain ticket,0.9574833512306212,0.7281322479248047,0.6577082872390747,The mountain ticket rolled under the bench.
BERT-large-EN,ordinary_two_word_control,school bus,synonym,school bus,student transport,0.9780017137527466,0.8554761409759521,0.8129881024360657,The student transport waited outside the museum.
BERT-large-EN,ordinary_two_word_control,school bus,component,school bus,bus,0.9840227365493774,0.8877828121185303,0.8068198561668396,The bus waited outside the museum.
BERT-large-EN,ordinary_two_word_control,school bus,word_by_word,school bus,education coach,0.9797186255455016,0.87999027967453,0.8154267072677612,The education coach waited outside the museum.
BERT-large-EN,ordinary_two_word_control,school bus,random,school bus,kitchen moon,0.946265697479248,0.7292343378067017,0.7608203887939453,The kitchen moon waited outside the museum.
BERT-large-EN,ordinary_two_word_control,paper bag,synonym,paper bag,paper sack,0.99197256565094,0.9100041389465332,0.8560454845428467,The paper sack tore near the counter.
BERT-large-EN,ordinary_two_word_control,paper bag,component,paper bag,bag,0.9909703731536864,0.8959705233573914,0.645205557346344,The bag tore near the counter.
BERT-large-EN,ordinary_two_word_control,paper bag,word_by_word,paper bag,cellulose pouch,0.9169814586639404,0.72337806224823,0.7273096442222595,The cellulose pouch tore near the counter.
BERT-large-EN,ordinary_two_word_control,paper bag,random,paper bag,thunder candle,0.9104739427566528,0.5454398393630981,0.6422703862190247,The thunder candle tore near the counter.
BERT-large-EN,ordinary_two_word_control,kitchen knife,synonym,kitchen knife,cooking blade,0.9796688556671144,0.891322135925293,0.8133905529975891,The cooking blade rested beside the plate.
BERT-large-EN,ordinary_two_word_control,kitchen knife,component,kitchen knife,knife,0.9739615321159364,0.8768350481987,0.5022180080413818,The knife rested beside the plate.
BERT-large-EN,ordinary_two_word_control,kitchen knife,word_by_word,kitchen knife,culinary blade,0.9703823328018188,0.8637382388114929,0.7486869096755981,The culinary blade rested beside the plate.
BERT-large-EN,ordinary_two_word_control,kitchen knife,random,kitchen knife,desert violin,0.9438544511795044,0.7141209244728088,0.758007824420929,The desert violin rested beside the plate.
BERT-large-EN,ordinary_two_word_control,garden flower,synonym,garden flower,yard blossom,0.9725423455238342,0.8889968991279602,0.6990575790405273,The yard blossom attracted several bees.
BERT-large-EN,ordinary_two_word_control,garden flower,component,garden flower,flower,0.9511625170707704,0.8797017335891724,0.6673080921173096,The flower attracted several bees.
BERT-large-EN,ordinary_two_word_control,garden flower,word_by_word,garden flower,outdoor bloom,0.9543282985687256,0.8551765084266663,0.8591855764389038,The outdoor bloom attracted several bees.
BERT-large-EN,ordinary_two_word_control,garden flower,random,garden flower,airport spoon,0.9060179591178894,0.6822507381439209,0.6356077790260315,The airport spoon attracted several bees.
BERT-large-EN,ordinary_two_word_control,ocean wave,synonym,ocean wave,sea swell,0.989973247051239,0.9501936435699464,0.9189349412918092,The sea swell reached the empty pier.
BERT-large-EN,ordinary_two_word_control,ocean wave,component,ocean wave,wave,0.985137701034546,0.9101008772850036,0.6041833758354187,The wave reached the empty pier.
BERT-large-EN,ordinary_two_word_control,ocean wave,word_by_word,ocean wave,marine ripple,0.9743099808692932,0.8788689970970154,0.8579404354095459,The marine ripple reached the empty pier.
BERT-large-EN,ordinary_two_word_control,ocean wave,random,ocean wave,factory pillow,0.9466384053230286,0.6887916922569275,0.6026344299316406,The factory pillow reached the empty pier.
BERT-large-EN,ordinary_two_word_control,train station,synonym,train station,railway terminal,0.972212016582489,0.9164893627166748,0.857972264289856,The railway terminal closed after midnight.
BERT-large-EN,ordinary_two_word_control,train station,component,train station,station,0.9380979537963868,0.8862523436546326,0.843870222568512,The station closed after midnight.
BERT-large-EN,ordinary_two_word_control,train station,word_by_word,train station,rail depot,0.9688985347747804,0.8898442983627319,0.8668275475502014,The rail depot closed after midnight.
BERT-large-EN,ordinary_two_word_control,train station,random,train station,lemon window,0.8562266826629639,0.6168935298919678,0.6305781006813049,The lemon window closed after midnight.
BERT-large-EN,ordinary_two_word_control,computer screen,synonym,computer screen,monitor,0.9871528744697572,0.9046192169189452,0.7650651931762695,The monitor flickered during the call.
BERT-large-EN,ordinary_two_word_control,computer screen,component,computer screen,screen,0.989106833934784,0.9389609098434448,0.7764504551887512,The screen flickered during the call.
BERT-large-EN,ordinary_two_word_control,computer screen,word_by_word,computer screen,digital display,0.9861271381378174,0.9208441376686096,0.7886953353881836,The digital display flickered during the call.
BERT-large-EN,ordinary_two_word_control,computer screen,random,computer screen,forest blanket,0.9251734018325806,0.715442419052124,0.7038244605064392,The forest blanket flickered during the call.
BERT-large-EN,ordinary_two_word_control,stone bridge,synonym,stone bridge,masonry crossing,0.982638418674469,0.9256547689437866,0.833795964717865,The masonry crossing crossed the narrow river.
BERT-large-EN,ordinary_two_word_control,stone bridge,component,stone bridge,bridge,0.9735311269760132,0.9068081974983216,0.7735244631767273,The bridge crossed the narrow river.
BERT-large-EN,ordinary_two_word_control,stone bridge,word_by_word,stone bridge,rock viaduct,0.970559298992157,0.8972280621528625,0.8717042803764343,The rock viaduct crossed the narrow river.
BERT-large-EN,ordinary_two_word_control,stone bridge,random,stone bridge,velvet engine,0.8946697115898132,0.721304178237915,0.6769256591796875,The velvet engine crossed the narrow river.
BERT-large-EN,ordinary_two_word_control,plastic box,synonym,plastic box,synthetic container,0.978315770626068,0.8737905025482178,0.8271096348762512,The synthetic container held the spare cables.
BERT-large-EN,ordinary_two_word_control,plastic box,component,plastic box,box,0.9869507551193236,0.9090061783790588,0.781038761138916,The box held the spare cables.
BERT-large-EN,ordinary_two_word_control,plastic box,word_by_word,plastic box,polymer case,0.9868297576904296,0.9224918484687804,0.8572494983673096,The polymer case held the spare cables.
BERT-large-EN,ordinary_two_word_control,plastic box,random,plastic box,museum thunder,0.9452247023582458,0.7184072732925415,0.7248023152351379,The museum thunder held the spare cables.
BERT-large-EN,ordinary_two_word_control,winter coat,synonym,winter coat,cold weather jacket,0.9789057970046996,0.900231659412384,0.8801686763763428,The cold weather jacket hung behind the office door.
BERT-large-EN,ordinary_two_word_control,winter coat,component,winter coat,coat,0.976520836353302,0.8678023815155029,0.714891254901886,The coat hung behind the office door.
BERT-large-EN,ordinary_two_word_control,winter coat,word_by_word,winter coat,seasonal garment,0.9700624346733092,0.8311993479728699,0.8609516620635986,The seasonal garment hung behind the office door.
BERT-large-EN,ordinary_two_word_control,winter coat,random,winter coat,river button,0.932872474193573,0.7134711146354675,0.6524345874786377,The river button hung behind the office door.
mBERT,idiomatic_nc,grey matter,synonym,grey matter,brain,0.9778674840927124,0.7899659872055054,0.8514964580535889,These youngsters use their brain when the presentation is right.
mBERT,idiomatic_nc,grey matter,component,grey matter,matter,0.9678497314453124,0.8544479608535767,0.9207090139389038,These youngsters use their matter when the presentation is right.
mBERT,idiomatic_nc,grey matter,word_by_word,grey matter,silvery material,0.9862194657325744,0.8930928111076355,0.8977534174919128,These youngsters use their silvery material when the presentation is right.
mBERT,idiomatic_nc,grey matter,random,grey matter,battlefront serviceman,0.9495513439178468,0.7838921546936035,0.8150076270103455,These youngsters use their battlefront serviceman when the presentation is right.
mBERT,idiomatic_nc,eager beaver,synonym,eager beaver,hard worker,0.9626035690307616,0.793914258480072,0.8446952104568481,Eric stayed a real hard worker during the audit.
mBERT,idiomatic_nc,eager beaver,component,eager beaver,beaver,0.9907523989677428,0.9406166076660156,0.929709017276764,Eric stayed a real beaver during the audit.
mBERT,idiomatic_nc,eager beaver,word_by_word,eager beaver,restless rodent,0.9769002199172974,0.8631032109260559,0.8732114434242249,Eric stayed a real restless rodent during the audit.
mBERT,idiomatic_nc,eager beaver,random,eager beaver,petrol station,0.9563219547271729,0.7650483846664429,0.8105238676071167,Eric stayed a real petrol station during the audit.
mBERT,idiomatic_nc,couch potato,synonym,couch potato,lazy person,0.9481483697891236,0.783808708190918,0.8198250532150269,Nina became a lazy person after the exams.
mBERT,idiomatic_nc,couch potato,component,couch potato,potato,0.9888477325439452,0.9330467581748962,0.9242300987243652,Nina became a potato after the exams.
mBERT,idiomatic_nc,couch potato,word_by_word,couch potato,sofa tuber,0.9736580848693848,0.8646414279937744,0.8633520603179932,Nina became a sofa tuber after the exams.
mBERT,idiomatic_nc,couch potato,random,couch potato,railway signal,0.9243276715278624,0.7321168184280396,0.8046064376831055,Nina became a railway signal after the exams.
mBERT,idiomatic_nc,cold feet,synonym,cold feet,nervousness,0.9819543361663818,0.8135977983474731,0.8304911255836487,The sudden audit gave the manager nervousness before the launch.
mBERT,idiomatic_nc,cold feet,component,cold feet,feet,0.9921985268592834,0.889467179775238,0.8689441680908203,The sudden audit gave the manager feet before the launch.
mBERT,idiomatic_nc,cold feet,word_by_word,cold feet,chilly legs,0.9847617149353028,0.882400393486023,0.8999576568603516,The sudden audit gave the manager chilly legs before the launch.
mBERT,idiomatic_nc,cold feet,random,cold feet,garden invoice,0.9710716009140016,0.7593415975570679,0.8109990954399109,The sudden audit gave the manager garden invoice before the launch.
mBERT,idiomatic_nc,white elephant,synonym,white elephant,burden,0.9518945217132568,0.794258713722229,0.7861166596412659,The abandoned stadium became a burden for the city.
mBERT,idiomatic_nc,white elephant,component,white elephant,elephant,0.99056214094162,0.9641717076301576,0.9357857704162598,The abandoned stadium became a elephant for the city.
mBERT,idiomatic_nc,white elephant,word_by_word,white elephant,pale animal,0.978998363018036,0.8808448910713196,0.827975332736969,The abandoned stadium became a pale animal for the city.
mBERT,idiomatic_nc,white elephant,random,white elephant,kitchen policy,0.9563865661621094,0.7816717624664307,0.7434769868850708,The abandoned stadium became a kitchen policy for the city.
mBERT,idiomatic_nc,red tape,synonym,red tape,bureaucracy,0.9747266173362732,0.7891123294830322,0.8294883966445923,The permit was delayed by bureaucracy at the ministry.
mBERT,idiomatic_nc,red tape,component,red tape,tape,0.9944254159927368,0.9208173155784608,0.9198967814445496,The permit was delayed by tape at the ministry.
mBERT,idiomatic_nc,red tape,word_by_word,red tape,crimson ribbon,0.964136004447937,0.8290855288505554,0.809550404548645,The permit was delayed by crimson ribbon at the ministry.
mBERT,idiomatic_nc,red tape,random,red tape,ocean doorway,0.9763219952583312,0.8580137491226196,0.8607374429702759,The permit was delayed by ocean doorway at the ministry.
mBERT,idiomatic_nc,dark horse,synonym,dark horse,unexpected contender,0.9408496022224426,0.7827785015106201,0.8607040643692017,A unexpected contender won the final round of the tournament.
mBERT,idiomatic_nc,dark horse,component,dark horse,horse,0.9736508131027222,0.9021260142326356,0.9136403799057008,A horse won the final round of the tournament.
mBERT,idiomatic_nc,dark horse,word_by_word,dark horse,shadowy animal,0.9790470600128174,0.8936981558799744,0.9106515049934388,A shadowy animal won the final round of the tournament.
mBERT,idiomatic_nc,dark horse,random,dark horse,library candle,0.9640831351280212,0.8395933508872986,0.8535763025283813,A library candle won the final round of the tournament.
mBERT,idiomatic_nc,black sheep,synonym,black sheep,outcast,0.9776305556297302,0.8248900175094604,0.8392595648765564,After the scandal Omar was the outcast of the board.
mBERT,idiomatic_nc,black sheep,component,black sheep,sheep,0.9963049292564392,0.9303608536720276,0.9292840361595154,After the scandal Omar was the sheep of the board.
mBERT,idiomatic_nc,black sheep,word_by_word,black sheep,dark animal,0.982934296131134,0.8888778686523438,0.8628156781196594,After the scandal Omar was the dark animal of the board.
mBERT,idiomatic_nc,black sheep,random,black sheep,museum ticket,0.9770219922065736,0.8448763489723206,0.8187137842178345,After the scandal Omar was the museum ticket of the board.
mBERT,idiomatic_nc,silver lining,synonym,silver lining,hopeful aspect,0.955249845981598,0.7974887490272522,0.8087885975837708,The grant rejection had a hopeful aspect for the startup.
mBERT,idiomatic_nc,silver lining,component,silver lining,lining,0.9791216254234314,0.908607006072998,0.9079383611679076,The grant rejection had a lining for the startup.
mBERT,idiomatic_nc,silver lining,word_by_word,silver lining,metallic edge,0.9696210622787476,0.8518280386924744,0.8764535784721375,The grant rejection had a metallic edge for the startup.
mBERT,idiomatic_nc,silver lining,random,silver lining,desert violin,0.976600706577301,0.8422098755836487,0.8056688904762268,The grant rejection had a desert violin for the startup.
mBERT,idiomatic_nc,ivory tower,synonym,ivory tower,academic isolation,0.9594811797142028,0.8178125619888306,0.857003390789032,The report criticized the academic isolation at the institute.
mBERT,idiomatic_nc,ivory tower,component,ivory tower,tower,0.980950117111206,0.8703567981719971,0.8623265027999878,The report criticized the tower at the institute.
mBERT,idiomatic_nc,ivory tower,word_by_word,ivory tower,pale structure,0.9718527793884276,0.854473888874054,0.8749420046806335,The report criticized the pale structure at the institute.
mBERT,idiomatic_nc,ivory tower,random,ivory tower,market umbrella,0.963795006275177,0.838532567024231,0.881801962852478,The report criticized the market umbrella at the institute.
mBERT,idiomatic_nc,glass ceiling,synonym,glass ceiling,invisible barrier,0.9672265648841858,0.8494378328323364,0.8279392123222351,The promotion exposed the invisible barrier in the company.
mBERT,idiomatic_nc,glass ceiling,component,glass ceiling,ceiling,0.988418459892273,0.9180323481559752,0.911899745464325,The promotion exposed the ceiling in the company.
mBERT,idiomatic_nc,glass ceiling,word_by_word,glass ceiling,transparent roof,0.9836766719818116,0.9180872440338136,0.8933925032615662,The promotion exposed the transparent roof in the company.
mBERT,idiomatic_nc,glass ceiling,random,glass ceiling,forest melody,0.9418521523475648,0.8115555644035339,0.762045681476593,The promotion exposed the forest melody in the company.
mBERT,idiomatic_nc,cash cow,synonym,cash cow,moneymaker,0.9793827533721924,0.8590826988220215,0.8629511594772339,The old product became a moneymaker for the firm.
mBERT,idiomatic_nc,cash cow,component,cash cow,cow,0.9907267689704896,0.9401909112930298,0.9456986784934998,The old product became a cow for the firm.
mBERT,idiomatic_nc,cash cow,word_by_word,cash cow,money animal,0.9793314337730408,0.861505925655365,0.8669481873512268,The old product became a money animal for the firm.
mBERT,idiomatic_nc,cash cow,random,cash cow,airport blanket,0.968582272529602,0.8431697487831116,0.8425301313400269,The old product became a airport blanket for the firm.
mBERT,idiomatic_nc,loose cannon,synonym,loose cannon,unpredictable person,0.954939067363739,0.8013467788696289,0.8303686380386353,The spokesman was a unpredictable person during the debate.
mBERT,idiomatic_nc,loose cannon,component,loose cannon,cannon,0.995534896850586,0.96905118227005,0.9346357583999634,The spokesman was a cannon during the debate.
mBERT,idiomatic_nc,loose cannon,word_by_word,loose cannon,unstable weapon,0.9740971326828004,0.8678173422813416,0.8629962801933289,The spokesman was a unstable weapon during the debate.
mBERT,idiomatic_nc,loose cannon,random,loose cannon,velvet engine,0.973961591720581,0.8744856715202332,0.8603807687759399,The spokesman was a velvet engine during the debate.
mBERT,idiomatic_nc,golden handshake,synonym,golden handshake,severance payment,0.947264850139618,0.8190099596977234,0.8251810669898987,The manager received a severance payment after the merger.
mBERT,idiomatic_nc,golden handshake,component,golden handshake,handshake,0.974218487739563,0.9329261183738708,0.9354596734046936,The manager received a handshake after the merger.
mBERT,idiomatic_nc,golden handshake,word_by_word,golden handshake,valuable greeting,0.9617084860801696,0.8866109848022461,0.8381324410438538,The manager received a valuable greeting after the merger.
mBERT,idiomatic_nc,golden handshake,random,golden handshake,mountain pillow,0.9563859701156616,0.8795976042747498,0.8825088143348694,The manager received a mountain pillow after the merger.
mBERT,idiomatic_nc,paper tiger,synonym,paper tiger,weak threat,0.9590514302253724,0.8171480298042297,0.8464730978012085,The threat was a weak threat in the negotiations.
mBERT,idiomatic_nc,paper tiger,component,paper tiger,tiger,0.9928342700004578,0.9542694687843324,0.940082550048828,The threat was a tiger in the negotiations.
mBERT,idiomatic_nc,paper tiger,word_by_word,paper tiger,document animal,0.9736899137496948,0.8566080927848816,0.8428940176963806,The threat was a document animal in the negotiations.
mBERT,idiomatic_nc,paper tiger,random,paper tiger,river button,0.9768911004066468,0.8761745095252991,0.9045264720916748,The threat was a river button in the negotiations.
mBERT,idiomatic_nc,smoking gun,synonym,smoking gun,decisive evidence,0.9597399234771729,0.8202228546142578,0.8221522569656372,The email became the decisive evidence in the investigation.
mBERT,idiomatic_nc,smoking gun,component,smoking gun,gun,0.9868201613426208,0.8752849102020264,0.8794683218002319,The email became the gun in the investigation.
mBERT,idiomatic_nc,smoking gun,word_by_word,smoking gun,burning weapon,0.9845404028892516,0.8927937746047974,0.8744078874588013,The email became the burning weapon in the investigation.
mBERT,idiomatic_nc,smoking gun,random,smoking gun,kitchen horizon,0.9609729051589966,0.8209110498428345,0.8591052889823914,The email became the kitchen horizon in the investigation.
mBERT,compositional_nc,economic aid,synonym,economic aid,financial assistance,0.989635169506073,0.9466561079025269,0.922892689704895,The committee approved financial assistance for the region after the storm.
mBERT,compositional_nc,economic aid,component,economic aid,aid,0.990271806716919,0.9311264157295228,0.8064062595367432,The committee approved aid for the region after the storm.
mBERT,compositional_nc,economic aid,word_by_word,economic aid,budgetary assistance,0.9880810976028442,0.9344002604484558,0.8919020891189575,The committee approved budgetary assistance for the region after the storm.
mBERT,compositional_nc,economic aid,random,economic aid,kitchen table,0.964264452457428,0.8087611198425293,0.7887452244758606,The committee approved kitchen table for the region after the storm.
mBERT,compositional_nc,research lab,synonym,research lab,research facility,0.994041383266449,0.9683328866958618,0.955740749835968,The students joined a research facility during the summer program.
mBERT,compositional_nc,research lab,component,research lab,lab,0.9937102198600768,0.9395816922187804,0.8436845541000366,The students joined a lab during the summer program.
mBERT,compositional_nc,research lab,word_by_word,research lab,investigation workplace,0.977538526058197,0.8747795224189758,0.8480703234672546,The students joined a investigation workplace during the summer program.
mBERT,compositional_nc,research lab,random,research lab,garden party,0.9715607762336732,0.8383743166923523,0.8256636261940002,The students joined a garden party during the summer program.
mBERT,compositional_nc,climate policy,synonym,climate policy,environmental policy,0.9948460459709167,0.9575448632240297,0.9527558088302612,The council debated environmental policy during the evening session.
mBERT,compositional_nc,climate policy,component,climate policy,policy,0.9899137020111084,0.8968188762664795,0.9349702596664428,The council debated policy during the evening session.
mBERT,compositional_nc,climate policy,word_by_word,climate policy,weather guideline,0.9837136268615724,0.8969172239303589,0.8718085885047913,The council debated weather guideline during the evening session.
mBERT,compositional_nc,climate policy,random,climate policy,garden spoon,0.9660528302192688,0.7907859683036804,0.8140798211097717,The council debated garden spoon during the evening session.
mBERT,compositional_nc,medical school,synonym,medical school,medical college,0.9961525797843932,0.975868821144104,0.9434277415275574,Her brother entered medical college after years of preparation.
mBERT,compositional_nc,medical school,component,medical school,school,0.9845678210258484,0.8889638781547546,0.8408715128898621,Her brother entered school after years of preparation.
mBERT,compositional_nc,medical school,word_by_word,medical school,clinical academy,0.9811546802520752,0.8898193836212158,0.868075430393219,Her brother entered clinical academy after years of preparation.
mBERT,compositional_nc,medical school,random,medical school,ocean mirror,0.9556919932365416,0.8014344573020935,0.7822873592376709,Her brother entered ocean mirror after years of preparation.
mBERT,compositional_nc,mountain village,synonym,mountain village,alpine settlement,0.9837652444839478,0.9286943674087524,0.9175688028335572,The travelers reached a alpine settlement before sunset.
mBERT,compositional_nc,mountain village,component,mountain village,village,0.9931226372718812,0.9318857789039612,0.7782326340675354,The travelers reached a village before sunset.
mBERT,compositional_nc,mountain village,word_by_word,mountain village,hill hamlet,0.9897906184196472,0.9416936635971068,0.9157310724258424,The travelers reached a hill hamlet before sunset.
mBERT,compositional_nc,mountain village,random,mountain village,plastic thunder,0.9662365317344666,0.836740255355835,0.8782132267951965,The travelers reached a plastic thunder before sunset.
mBERT,compositional_nc,solar panel,synonym,solar panel,photovoltaic module,0.9851934313774108,0.9273660778999328,0.8889113068580627,The engineer installed a photovoltaic module on the roof.
mBERT,compositional_nc,solar panel,component,solar panel,panel,0.9935385584831238,0.9358140230178832,0.9021100401878356,The engineer installed a panel on the roof.
mBERT,compositional_nc,solar panel,word_by_word,solar panel,sun powered plate,0.9879955649375916,0.9140353202819824,0.9029424786567688,The engineer installed a sun powered plate on the roof.
mBERT,compositional_nc,solar panel,random,solar panel,velvet sandwich,0.9746949672698976,0.8642580509185791,0.8386714458465576,The engineer installed a velvet sandwich on the roof.
mBERT,compositional_nc,election result,synonym,election result,vote outcome,0.9674633145332336,0.8575055003166199,0.8447021245956421,The newspaper published the vote outcome at midnight.
mBERT,compositional_nc,election result,component,election result,result,0.9536007642745972,0.8081710338592529,0.8379457592964172,The newspaper published the result at midnight.
mBERT,compositional_nc,election result,word_by_word,election result,ballot outcome,0.9802784323692322,0.8823250532150269,0.8179275393486023,The newspaper published the ballot outcome at midnight.
mBERT,compositional_nc,election result,random,election result,kitchen river,0.9023082852363586,0.6898264288902283,0.7019267678260803,The newspaper published the kitchen river at midnight.
mBERT,compositional_nc,airport security,synonym,airport security,aviation security,0.9913652539253236,0.9539570212364196,0.9575285315513612,The staff improved aviation security before the summit.
mBERT,compositional_nc,airport security,component,airport security,security,0.9895451068878174,0.9137487411499025,0.917468011379242,The staff improved security before the summit.
mBERT,compositional_nc,airport security,word_by_word,airport security,terminal safety,0.9867520928382874,0.9417861104011536,0.9178991913795472,The staff improved terminal safety before the summit.
mBERT,compositional_nc,airport security,random,airport security,forest melody,0.9468395113945008,0.8317679762840271,0.7904873490333557,The staff improved forest melody before the summit.
mBERT,compositional_nc,language teacher,synonym,language teacher,language instructor,0.9954833984375,0.9716237783432008,0.9705899357795716,The language instructor corrected the essays carefully.
mBERT,compositional_nc,language teacher,component,language teacher,teacher,0.986171007156372,0.912572979927063,0.9227969646453856,The teacher corrected the essays carefully.
mBERT,compositional_nc,language teacher,word_by_word,language teacher,linguistic educator,0.9813706874847412,0.8936302661895752,0.9207126498222352,The linguistic educator corrected the essays carefully.
mBERT,compositional_nc,language teacher,random,language teacher,silver engine,0.9584507942199708,0.7918164134025574,0.8640894293785095,The silver engine corrected the essays carefully.
mBERT,compositional_nc,water bottle,synonym,water bottle,drinking container,0.9810448884963988,0.9052064418792723,0.8922134637832642,She packed a drinking container for the hike.
mBERT,compositional_nc,water bottle,component,water bottle,bottle,0.9945146441459656,0.9605396389961244,0.9596825838088988,She packed a bottle for the hike.
mBERT,compositional_nc,water bottle,word_by_word,water bottle,liquid vessel,0.9736999273300172,0.8827869296073914,0.8823713064193726,She packed a liquid vessel for the hike.
mBERT,compositional_nc,water bottle,random,water bottle,museum thunder,0.967552363872528,0.8409765958786011,0.8632209897041321,She packed a museum thunder for the hike.
mBERT,compositional_nc,history book,synonym,history book,historical volume,0.9868570566177368,0.923583686351776,0.9152930974960328,The student borrowed a historical volume from the library.
mBERT,compositional_nc,history book,component,history book,book,0.9882382154464722,0.909343123435974,0.845815122127533,The student borrowed a book from the library.
mBERT,compositional_nc,history book,word_by_word,history book,past chronicle,0.9770150780677797,0.9058711528778076,0.8888275027275085,The student borrowed a past chronicle from the library.
mBERT,compositional_nc,history book,random,history book,desert umbrella,0.9597147107124328,0.8186017870903015,0.8228714466094971,The student borrowed a desert umbrella from the library.
mBERT,compositional_nc,river bridge,synonym,river bridge,waterway crossing,0.9904003739356996,0.930442750453949,0.9256292581558228,The workers repaired the waterway crossing after the flood.
mBERT,compositional_nc,river bridge,component,river bridge,bridge,0.9921474456787108,0.9318693280220032,0.9181638956069946,The workers repaired the bridge after the flood.
mBERT,compositional_nc,river bridge,word_by_word,river bridge,stream viaduct,0.990260660648346,0.9229369759559632,0.8817092776298523,The workers repaired the stream viaduct after the flood.
mBERT,compositional_nc,river bridge,random,river bridge,lemon window,0.9724223613739014,0.819754421710968,0.8574545383453369,The workers repaired the lemon window after the flood.
mBERT,compositional_nc,hospital room,synonym,hospital room,medical chamber,0.9905720949172974,0.932547688484192,0.9098902344703674,The nurse cleaned the medical chamber before noon.
mBERT,compositional_nc,hospital room,component,hospital room,room,0.9883186221122742,0.9178560376167296,0.8836415410041809,The nurse cleaned the room before noon.
mBERT,compositional_nc,hospital room,word_by_word,hospital room,clinic space,0.9781474471092224,0.9075412154197692,0.8640518188476562,The nurse cleaned the clinic space before noon.
mBERT,compositional_nc,hospital room,random,hospital room,cloud hammer,0.9575949311256408,0.7966265678405762,0.811892032623291,The nurse cleaned the cloud hammer before noon.
mBERT,compositional_nc,village market,synonym,village market,rural marketplace,0.9788419604301452,0.922192633152008,0.8706275224685669,The farmer visited the rural marketplace every Friday.
mBERT,compositional_nc,village market,component,village market,market,0.9878713488578796,0.9108890295028688,0.8681825399398804,The farmer visited the market every Friday.
mBERT,compositional_nc,village market,word_by_word,village market,hamlet bazaar,0.97904372215271,0.8998699188232422,0.8645294904708862,The farmer visited the hamlet bazaar every Friday.
mBERT,compositional_nc,village market,random,village market,iron ocean,0.959406852722168,0.7916817665100098,0.8101399540901184,The farmer visited the iron ocean every Friday.
mBERT,compositional_nc,data center,synonym,data center,computing facility,0.9857550263404846,0.91526597738266,0.9093716144561768,The company expanded the computing facility near the campus.
mBERT,compositional_nc,data center,component,data center,center,0.9844276905059814,0.9039487838745116,0.8921905755996704,The company expanded the center near the campus.
mBERT,compositional_nc,data center,word_by_word,data center,information hub,0.9851350784301758,0.9232591986656188,0.8926753997802734,The company expanded the information hub near the campus.
mBERT,compositional_nc,data center,random,data center,velvet forest,0.9646086096763612,0.8123779892921448,0.7909364104270935,The company expanded the velvet forest near the campus.
