id,language,canonical_form,modifier,head,gold_class,gold_score,score_status,slot,family,original_sentence,target_surface,span,p_syn,p_comp,p_words_syn,p_rand,source_file,source_url
EN-REF-027,EN,black box,black,box,I,1.29,human_type_score,S3,naturalistic,"if the black box flight recorder is never damaged during a plane crash , why is n ' t the whole aeroplane made out of the stuff ?",black box,"[2, 4]",secret information,box || black,dark pack || bleak container || bleak boxful || dim container || dim boxful,german lifestyle || program function || form student || best energy || community participant,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-027,EN,black box,black,box,I,1.29,human_type_score,N1,neutral,This is a black box,black box,"[3, 5]",secret information,box || black,dark pack || bleak container || bleak boxful || dim container || dim boxful,german lifestyle || program function || form student || best energy || community participant,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-027,EN,black box,black,box,I,1.29,human_type_score,N2,neutral,These are black boxes,black boxes,"[2, 4]",hidden processes,boxes,dark packs,german lifestyle || program function || form student || best energy || community participant,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-028,EN,black cherry,black,cherry,PC,3.11,human_type_score,S1,naturalistic,"plum and black cherry scented , this can be enjoyed now or cellared .",black cherry,"[2, 4]",cherry,cherry || black,dark blueberry || bleak wood || bleak drupe || dim wood || dim drupe,warangal district || imperative role || numbers greater || dedicated group || aircraft grade,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-028,EN,black cherry,black,cherry,PC,3.11,human_type_score,S2,naturalistic,for those who have ever wondered : it tastes of vanilla with a hint of black cherry .,black cherry,"[15, 17]",cherry,cherry || black,dark blueberry || bleak wood || bleak drupe || dim wood || dim drupe,warangal district || imperative role || numbers greater || dedicated group || aircraft grade,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-028,EN,black cherry,black,cherry,PC,3.11,human_type_score,S3,naturalistic,"it has a spicy aroma of wild berries , offering black cherry and raspberry flavours .",black cherry,"[10, 12]",cherry,cherry || black,dark blueberry || bleak wood || bleak drupe || dim wood || dim drupe,warangal district || imperative role || numbers greater || dedicated group || aircraft grade,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-028,EN,black cherry,black,cherry,PC,3.11,human_type_score,N1,neutral,This is a black cherry,black cherry,"[3, 5]",cherry,cherry || black,dark blueberry || bleak wood || bleak drupe || dim wood || dim drupe,warangal district || imperative role || numbers greater || dedicated group || aircraft grade,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-028,EN,black cherry,black,cherry,PC,3.11,human_type_score,N2,neutral,These are black cherries,black cherries,"[2, 4]",dark cherries,cherries,dark blueberries,warangal district || imperative role || numbers greater || dedicated group || aircraft grade,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-029,EN,black operation,black,operation,I,1.39,human_type_score,S1,naturalistic,on the one hand the cia acquired $ 4 billion for use in future black operations .,black operations,"[14, 16]",secret operations,operations || black,dark actions || bleak surgeries || bleak procedures || dim surgeries || dim procedures,strip version || party loyal || entire levels || inadequate air || history exhibition,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-029,EN,black operation,black,operation,I,1.39,human_type_score,S2,naturalistic,israel has been running its own black operations with the help of kurds it has trained .,black operations,"[6, 8]",secret operations,operations || black,dark actions || bleak surgeries || bleak procedures || dim surgeries || dim procedures,strip version || party loyal || entire levels || inadequate air || history exhibition,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-029,EN,black operation,black,operation,I,1.39,human_type_score,S3,naturalistic,"lansdale ' s job was to provide "" actors "" for certain black operations deployed by the covert operatives .",black operations,"[12, 14]",secret operations,operations || black,dark actions || bleak surgeries || bleak procedures || dim surgeries || dim procedures,strip version || party loyal || entire levels || inadequate air || history exhibition,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-029,EN,black operation,black,operation,I,1.39,human_type_score,N1,neutral,This is a black operation,black operation,"[3, 5]",secret operation,operation || black,dark action || bleak surgery || bleak procedure || dim surgery || dim procedure,strip version || party loyal || entire levels || inadequate air || history exhibition,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-029,EN,black operation,black,operation,I,1.39,human_type_score,N2,neutral,These are black operations,black operations,"[2, 4]",secret missions,operations,dark actions,strip version || party loyal || entire levels || inadequate air || history exhibition,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-030,EN,blame game,blame,game,PC,2.72,human_type_score,S1,naturalistic,", and then returning home to play to their national audiences , with "" the blame game "" against eu institutions . "" if there is not enough democratic development , not",blame game,"[15, 17]",exchanged accusations,game || blame,criticism play || accusation activity || accusation contest || accusal activity || accusal contest,bonus stage || broad coverage || big concert || basic instruction || body form,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-030,EN,blame game,blame,game,PC,2.72,human_type_score,S2,naturalistic,"or more efficient than before . while the mayor and transport for london play the blame game , pointing at past governments and private contractors , londoners can look forward to a",blame game,"[15, 17]",exchanged accusations,game || blame,criticism play || accusation activity || accusation contest || accusal activity || accusal contest,bonus stage || broad coverage || big concert || basic instruction || body form,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-030,EN,blame game,blame,game,PC,2.72,human_type_score,S3,naturalistic,basic as a parking spot is utterly unacceptable . mid - east crisis is beyond talking the blame game started in earnest this weekend after yet more carnage in the middle east . thousands,blame game,"[17, 19]",exchanged accusations,game || blame,criticism play || accusation activity || accusation contest || accusal activity || accusal contest,bonus stage || broad coverage || big concert || basic instruction || body form,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-030,EN,blame game,blame,game,PC,2.72,human_type_score,N1,neutral,This is a blame game,blame game,"[3, 5]",exchanged accusations,game || blame,criticism play || accusation activity || accusation contest || accusal activity || accusal contest,bonus stage || broad coverage || big concert || basic instruction || body form,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-030,EN,blame game,blame,game,PC,2.72,human_type_score,N2,neutral,These are blame games,blame games,"[2, 4]",accusations,games,criticism plays,bonus stage || broad coverage || big concert || basic instruction || body form,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-031,EN,blind alley,blind,alley,I,1.14,human_type_score,S1,naturalistic,the science of economics has been led up a blind alley by theories that have made it seem increasingly remote and unreal to anyone outside the academic community .,blind alley,"[9, 11]",unknown territory,alley || blind,unsighted lane || blinded street || blinded lane || blindfold street || blindfold lane,oversight jurisdiction || eastbound trips || projectile diameter || feudal warrior || georgian monk,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-031,EN,blind alley,blind,alley,I,1.14,human_type_score,S2,naturalistic,"there have been several blind alleys and wrong turnings , but the company ' s progress has generally been true to the original concept .",blind alleys,"[4, 6]",unknown territories,alleys || blind,unsighted lanes || blinded streets || blinded lanes || blindfold streets || blindfold lanes,oversight jurisdiction || eastbound trips || projectile diameter || feudal warrior || georgian monk,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-031,EN,blind alley,blind,alley,I,1.14,human_type_score,S3,naturalistic,"mathematical problem solving involves going down lots of blind alleys , experimenting with different directions until the solution is found .",blind alleys,"[8, 10]",unknown territories,alleys || blind,unsighted lanes || blinded streets || blinded lanes || blindfold streets || blindfold lanes,oversight jurisdiction || eastbound trips || projectile diameter || feudal warrior || georgian monk,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-031,EN,blind alley,blind,alley,I,1.14,human_type_score,N1,neutral,This is a blind alley,blind alley,"[3, 5]",unknown territory,alley || blind,unsighted lane || blinded street || blinded lane || blindfold street || blindfold lane,oversight jurisdiction || eastbound trips || projectile diameter || feudal warrior || georgian monk,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-031,EN,blind alley,blind,alley,I,1.14,human_type_score,N2,neutral,These are blind alleys,blind alleys,"[2, 4]",dead ends,alleys,unsighted lanes,oversight jurisdiction || eastbound trips || projectile diameter || feudal warrior || georgian monk,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-032,EN,blood bath,blood,bath,I,1.38,human_type_score,S1,naturalistic,"is this the first blow in the upcoming civil war , and the blood bath which may follow ?",blood bath,"[13, 15]",massacre,bath || blood,sanguine fluid shower || rake vessel || rake washup || rakehell vessel || rakehell washup,majority nation || permanent charter || user rating || wild girl || seat centre,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-032,EN,blood bath,blood,bath,I,1.38,human_type_score,S2,naturalistic,what was meant to be the perfect crime turns into a nasty gang war resulting in a blood bath on the glorious streets of 1950s paris .,blood bath,"[17, 19]",massacre,bath || blood,sanguine fluid shower || rake vessel || rake washup || rakehell vessel || rakehell washup,majority nation || permanent charter || user rating || wild girl || seat centre,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-032,EN,blood bath,blood,bath,I,1.38,human_type_score,S3,naturalistic,"kurds now stuck in kirkuk fear the same kind of blood bath if iraqi troops decide to stand and fight any u . s . military assault on the city , ali said .",blood bath,"[10, 12]",massacre,bath || blood,sanguine fluid shower || rake vessel || rake washup || rakehell vessel || rakehell washup,majority nation || permanent charter || user rating || wild girl || seat centre,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-032,EN,blood bath,blood,bath,I,1.38,human_type_score,N1,neutral,This is a blood bath,blood bath,"[3, 5]",massacre,bath || blood,sanguine fluid shower || rake vessel || rake washup || rakehell vessel || rakehell washup,majority nation || permanent charter || user rating || wild girl || seat centre,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-032,EN,blood bath,blood,bath,I,1.38,human_type_score,N2,neutral,These are blood baths,blood baths,"[2, 4]",slaughters,baths,sanguine fluid showers,majority nation || permanent charter || user rating || wild girl || seat centre,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-033,EN,blue blood,blue,blood,I,0.58,human_type_score,S1,naturalistic,"the cloister attracted vacationing blue bloods , drawn by its old world ambience - the coolidges , the eisenhowers and carters would come to play bingo in the lounge and dance the cha - cha in the ballroom .",blue bloods,"[4, 6]",nobles,bloods || blue,azure hemoglobins || bluish rakes || bluish rakehell || blueish rakes || blueish rakehell,animal competition || separate tree || dynamic site || covered sport || northern protestant,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-033,EN,blue blood,blue,blood,I,0.58,human_type_score,S2,naturalistic,in fact she had seriously blue blood flowing in her veins and had important dynastic links with the royal family itself .,blue blood,"[5, 7]",noble,blood || blue,azure hemoglobin || bluish rake || bluish rakehell || blueish rake || blueish rakehell,animal competition || separate tree || dynamic site || covered sport || northern protestant,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-033,EN,blue blood,blue,blood,I,0.58,human_type_score,S3,naturalistic,"european blue bloods , in particular britain ' s royal family who were related to the russian imperial house , did all they could to aid their overthrow .",blue bloods,"[1, 3]",nobles,bloods || blue,azure hemoglobins || bluish rakes || bluish rakehell || blueish rakes || blueish rakehell,animal competition || separate tree || dynamic site || covered sport || northern protestant,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-033,EN,blue blood,blue,blood,I,0.58,human_type_score,N1,neutral,This is a blue blood,blue blood,"[3, 5]",noble,blood || blue,azure hemoglobin || bluish rake || bluish rakehell || blueish rake || blueish rakehell,animal competition || separate tree || dynamic site || covered sport || northern protestant,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-033,EN,blue blood,blue,blood,I,0.58,human_type_score,N2,neutral,These are blue bloods,blue bloods,"[2, 4]",rich families,bloods,azure hemoglobins,animal competition || separate tree || dynamic site || covered sport || northern protestant,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-034,EN,blue print,blue,print,I,1.04,human_type_score,S1,naturalistic,"our free health check will give you the blue print to identify , select and measure the key metrics to enable you to better manage your service delivery .",blue print,"[8, 10]",instructions,print || blue,azure mark || bluish indication || bluish indicant || blueish indication || blueish indicant,extensive gravel || ciliated cell || tree trunk || prominent conspiracy || animal ally,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-034,EN,blue print,blue,print,I,1.04,human_type_score,S2,naturalistic,projects of reclamation both connect us in a struggle for social justice and also provide a blue print for more dynamic modes of existence .,blue print,"[16, 18]",instructions,print || blue,azure mark || bluish indication || bluish indicant || blueish indication || blueish indicant,extensive gravel || ciliated cell || tree trunk || prominent conspiracy || animal ally,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-034,EN,blue print,blue,print,I,1.04,human_type_score,S3,naturalistic,"an architectures isn ' t a blue print for designing a single systems , but a framework for designing a range of systems over time .",blue print,"[6, 8]",instructions,print || blue,azure mark || bluish indication || bluish indicant || blueish indication || blueish indicant,extensive gravel || ciliated cell || tree trunk || prominent conspiracy || animal ally,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-034,EN,blue print,blue,print,I,1.04,human_type_score,N1,neutral,This is a blue print,blue print,"[3, 5]",instructions,print || blue,azure mark || bluish indication || bluish indicant || blueish indication || blueish indicant,extensive gravel || ciliated cell || tree trunk || prominent conspiracy || animal ally,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-034,EN,blue print,blue,print,I,1.04,human_type_score,N2,neutral,These are blue prints,blue prints,"[2, 4]",plans,prints,azure marks,extensive gravel || ciliated cell || tree trunk || prominent conspiracy || animal ally,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-035,EN,bow tie,bow,tie,C,4.25,human_type_score,S1,naturalistic,he wears either a cravat or a knotted or bow tie .,bow tie,"[9, 11]",tie,tie || bow,arc lash || bowknot necktie || bowknot affiliation || fore necktie || fore affiliation,ski marathon || spreading centre || blind arch || thematic influence || comfortable clothing,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-035,EN,bow tie,bow,tie,C,4.25,human_type_score,S2,naturalistic,blood had also dripped onto the judge ' s striped bow tie .,bow tie,"[10, 12]",tie,tie || bow,arc lash || bowknot necktie || bowknot affiliation || fore necktie || fore affiliation,ski marathon || spreading centre || blind arch || thematic influence || comfortable clothing,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-035,EN,bow tie,bow,tie,C,4.25,human_type_score,S3,naturalistic,"by way of compensation , one boy wore a bow tie of purest white .",bow tie,"[9, 11]",tie,tie || bow,arc lash || bowknot necktie || bowknot affiliation || fore necktie || fore affiliation,ski marathon || spreading centre || blind arch || thematic influence || comfortable clothing,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-035,EN,bow tie,bow,tie,C,4.25,human_type_score,N1,neutral,This is a bow tie,bow tie,"[3, 5]",tie,tie || bow,arc lash || bowknot necktie || bowknot affiliation || fore necktie || fore affiliation,ski marathon || spreading centre || blind arch || thematic influence || comfortable clothing,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-035,EN,bow tie,bow,tie,C,4.25,human_type_score,N2,neutral,These are bow ties,bow ties,"[2, 4]",neckties,ties,arc lashes,ski marathon || spreading centre || blind arch || thematic influence || comfortable clothing,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-036,EN,box office,box,office,I,0.88,human_type_score,S1,naturalistic,"arguably the king of comedy for the last ten years , jim carrey is box office gold .",box office,"[14, 16]",movie industry,office || box,crate agency || container agency || container bureau || boxful agency || boxful bureau,free water || music stand || state statistical || state achievement || obscure music,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-036,EN,box office,box,office,I,0.88,human_type_score,S2,naturalistic,angel heart was a critical and box office success - two facets that strongly contrasted with adrian lyne ' s jacob ' s ladder .,box office,"[6, 8]",movie industry,office || box,crate agency || container agency || container bureau || boxful agency || boxful bureau,free water || music stand || state statistical || state achievement || obscure music,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-036,EN,box office,box,office,I,0.88,human_type_score,S3,naturalistic,"as a movie , it would be forgettable , but the social furore has guaranteed box office buoyancy and discussion .",box office,"[15, 17]",movie industry,office || box,crate agency || container agency || container bureau || boxful agency || boxful bureau,free water || music stand || state statistical || state achievement || obscure music,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-036,EN,box office,box,office,I,0.88,human_type_score,N1,neutral,This is a box office,box office,"[3, 5]",movie industry,office || box,crate agency || container agency || container bureau || boxful agency || boxful bureau,free water || music stand || state statistical || state achievement || obscure music,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-036,EN,box office,box,office,I,0.88,human_type_score,N2,neutral,These are box offices,box offices,"[2, 4]",cinemas,offices,crate agencies,free water || music stand || state statistical || state achievement || obscure music,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-037,EN,brain drain,brain,drain,PC,2.08,human_type_score,S1,naturalistic,"this brain drain exacerbates the situation for those staying behind , as it leads to a loss of skills which are then not to be passed on to the next generation .",brain drain,"[1, 3]",loss of intellectuals,drain || brain,cerebellum culvert || encephalon emptying || encephalon voidance || brainpower emptying || brainpower voidance,liberal orientation || steamer travel || signature win || liquid skin || golden bee,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-037,EN,brain drain,brain,drain,PC,2.08,human_type_score,S2,naturalistic,"a flow of scientists in both directions between the us and europe would make the perceived "" brain drain "" of researchers to the former much less of a problem .",brain drain,"[17, 19]",loss of intellectuals,drain || brain,cerebellum culvert || encephalon emptying || encephalon voidance || brainpower emptying || brainpower voidance,liberal orientation || steamer travel || signature win || liquid skin || golden bee,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-037,EN,brain drain,brain,drain,PC,2.08,human_type_score,S3,naturalistic,"we are suffering a chronic "" brain drain "" as qualified people leave for greener pastures abroad .",brain drain,"[6, 8]",loss of intellectuals,drain || brain,cerebellum culvert || encephalon emptying || encephalon voidance || brainpower emptying || brainpower voidance,liberal orientation || steamer travel || signature win || liquid skin || golden bee,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-037,EN,brain drain,brain,drain,PC,2.08,human_type_score,N1,neutral,This is a brain drain,brain drain,"[3, 5]",loss of intellectuals,drain || brain,cerebellum culvert || encephalon emptying || encephalon voidance || brainpower emptying || brainpower voidance,liberal orientation || steamer travel || signature win || liquid skin || golden bee,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-037,EN,brain drain,brain,drain,PC,2.08,human_type_score,N2,neutral,These are brain drains,brain drains,"[2, 4]",mass exodus,drains,cerebellum culverts,liberal orientation || steamer travel || signature win || liquid skin || golden bee,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-038,EN,brain teaser,brain,teaser,PC,2.65,human_type_score,S1,naturalistic,"for all its seeming simplicity , the game is a real brain teaser .",brain teaser,"[11, 13]",hard problem,teaser || brain,cerebellum enigma || encephalon puzzle || encephalon problem || brainpower puzzle || brainpower problem,heuristic device || super hit || northwest tribe || ignition device || statutory representation,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-038,EN,brain teaser,brain,teaser,PC,2.65,human_type_score,S2,naturalistic,you may occasionally enjoy a good spirited debate or a ' brain teaser ' .,brain teaser,"[11, 13]",hard problem,teaser || brain,cerebellum enigma || encephalon puzzle || encephalon problem || brainpower puzzle || brainpower problem,heuristic device || super hit || northwest tribe || ignition device || statutory representation,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-038,EN,brain teaser,brain,teaser,PC,2.65,human_type_score,S3,naturalistic,"sudoku is a game of pure logic , an addictive brain teaser .",brain teaser,"[10, 12]",hard problem,teaser || brain,cerebellum enigma || encephalon puzzle || encephalon problem || brainpower puzzle || brainpower problem,heuristic device || super hit || northwest tribe || ignition device || statutory representation,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-038,EN,brain teaser,brain,teaser,PC,2.65,human_type_score,N1,neutral,This is a brain teaser,brain teaser,"[3, 5]",hard problem,teaser || brain,cerebellum enigma || encephalon puzzle || encephalon problem || brainpower puzzle || brainpower problem,heuristic device || super hit || northwest tribe || ignition device || statutory representation,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-038,EN,brain teaser,brain,teaser,PC,2.65,human_type_score,N2,neutral,These are brain teasers,brain teasers,"[2, 4]",puzzles,teasers,cerebellum enigmas,heuristic device || super hit || northwest tribe || ignition device || statutory representation,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-039,EN,brass ring,brass,ring,C,3.72,human_type_score,S1,naturalistic,courtney to tori amos . which does n ' t mean the bends wo n ' t grab that brass ring . but it ' ll be a difficult stretch . 8 / 10 nude as the,brass ring,"[19, 21]",prize,ring || brass,metal circlet || administration halo || administration annulus || governance halo || governance annulus,timely communication || existing structure || preventable risk || philosophical difference || prosecutorial authority,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-039,EN,brass ring,brass,ring,C,3.72,human_type_score,S2,naturalistic,"of years ago - as a writing desk . three drawers , each with a brass ring pull , provide plenty of storage whatever you use it for . made from reclaimed",brass ring,"[15, 17]",prize,ring || brass,metal circlet || administration halo || administration annulus || governance halo || governance annulus,timely communication || existing structure || preventable risk || philosophical difference || prosecutorial authority,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-039,EN,brass ring,brass,ring,C,3.72,human_type_score,S3,naturalistic,"inferiority complex and left radiohead and james the last great u . k . hopes for america ' s brass ring . radiohead ' s reach may fall short with the bends , a sonically ambitious album",brass ring,"[19, 21]",prize,ring || brass,metal circlet || administration halo || administration annulus || governance halo || governance annulus,timely communication || existing structure || preventable risk || philosophical difference || prosecutorial authority,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-039,EN,brass ring,brass,ring,C,3.72,human_type_score,N1,neutral,This is a brass ring,brass ring,"[3, 5]",prize,ring || brass,metal circlet || administration halo || administration annulus || governance halo || governance annulus,timely communication || existing structure || preventable risk || philosophical difference || prosecutorial authority,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-039,EN,brass ring,brass,ring,C,3.72,human_type_score,N2,neutral,These are brass rings,brass rings,"[2, 4]",trophies,rings,metal circlets,timely communication || existing structure || preventable risk || philosophical difference || prosecutorial authority,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-040,EN,brick wall,brick,wall,C,3.79,human_type_score,S1,naturalistic,"of the merits of the case . the 3 month limit though is not a brick wall , if circumstances demand an extention of time , then it is in the discretion",brick wall,"[15, 17]",obstacle,wall || brick,stone partition || adobe partition || adobe divider || clinker partition || clinker divider,positive pedaler || explicit sex || target motion || minor spelling || aggregate function,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-040,EN,brick wall,brick,wall,C,3.79,human_type_score,S2,naturalistic,"1975 . a couple of years later another female who apparently vanished on reaching a brick wall , was observed near traitor ' s gate . top westminster abbey victoria street london sw",brick wall,"[15, 17]",obstacle,wall || brick,stone partition || adobe partition || adobe divider || clinker partition || clinker divider,positive pedaler || explicit sex || target motion || minor spelling || aggregate function,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-040,EN,brick wall,brick,wall,C,3.79,human_type_score,S3,naturalistic,"the landward side but sloping down steeply to a wooden door set in the high brick wall to seaward . "" 7 tower 28 is recognisable not only from the above description",brick wall,"[15, 17]",obstacle,wall || brick,stone partition || adobe partition || adobe divider || clinker partition || clinker divider,positive pedaler || explicit sex || target motion || minor spelling || aggregate function,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-040,EN,brick wall,brick,wall,C,3.79,human_type_score,N1,neutral,This is a brick wall,brick wall,"[3, 5]",obstacle,wall || brick,stone partition || adobe partition || adobe divider || clinker partition || clinker divider,positive pedaler || explicit sex || target motion || minor spelling || aggregate function,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-040,EN,brick wall,brick,wall,C,3.79,human_type_score,N2,neutral,These are brick walls,brick walls,"[2, 4]",roadblocks,walls,stone partitions,positive pedaler || explicit sex || target motion || minor spelling || aggregate function,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-041,EN,bull market,bull,market,I,1.23,human_type_score,S1,naturalistic,"taking out the recent bull market , however , it did not even double in value in the 25 years to 1994 .",bull market,"[4, 6]",rising market,market || bull,animal retail || bruiser activity || bruiser class || strapper activity || strapper class,lithuanian force || whistleblower program || point amusement || gas activity || war facility,naturalistics_examplesent1.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-041,EN,bull market,bull,market,I,1.23,human_type_score,S2,naturalistic,the three year bull market in equities has certainly boosted the fortunes of these companies by increasing the value of their assets .,bull market,"[3, 5]",rising market,market || bull,animal retail || bruiser activity || bruiser class || strapper activity || strapper class,lithuanian force || whistleblower program || point amusement || gas activity || war facility,naturalistics_examplesent2.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-041,EN,bull market,bull,market,I,1.23,human_type_score,S3,naturalistic,the directors consider that uranium is in the early stages of a secular bull market .,bull market,"[13, 15]",rising market,market || bull,animal retail || bruiser activity || bruiser class || strapper activity || strapper class,lithuanian force || whistleblower program || point amusement || gas activity || war facility,naturalistics_examplesent3.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
EN-REF-041,EN,bull market,bull,market,I,1.23,human_type_score,N1,neutral,This is a bull market,bull market,"[3, 5]",rising market,market || bull,animal retail || bruiser activity || bruiser class || strapper activity || strapper class,lithuanian force || whistleblower program || point amusement || gas activity || war facility,neutral.csv,https://github.com/risehnhew/Finding-Idiomaticity-in-Word-Representations
