mwe_id,language,canonical_form,token_count,mwe_type,modifier,head,comp_class_provisional,comp_score_gold_0_5,annotation_status,meaning_tr,meaning_origin,meaning_source_name,meaning_source_url,meaning_reuse_status,meaning_license_review_status,neutral_sentence,neutral_sentence_review_status,example_1,example_1_target_surface,example_1_origin,example_1_source_name,example_1_source_url,example_1_source_author,example_1_source_license,example_1_license_review_status,example_1_sense_review_status,example_2,example_2_target_surface,example_2_origin,example_2_source_name,example_2_source_url,example_2_source_author,example_2_source_license,example_2_license_review_status,example_2_sense_review_status,example_3,example_3_target_surface,example_3_origin,example_3_source_name,example_3_source_url,example_3_source_author,example_3_source_license,example_3_license_review_status,example_3_sense_review_status,curation_notes,accessed_at
TR-NC-079,TR,domino etkisi,2,nominal_multiword_expression,domino,etkisi,I,,provisional_curation_requires_human_rating,Bir olayın zincirleme biçimde başka olayları tetiklemesi,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=domino%20etkisi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir domino etkisi.,two_word_nominal_template,Bankanın çöküşü piyasada domino etkisi yarattı.,domino etkisi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bir fabrikanın kapanması bölgede domino etkisi oluşturdu.,domino etkisi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yanlış kararların domino etkisi bütün projeyi sarstı.,domino etkisi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-080,TR,dönüm noktası,2,nominal_multiword_expression,dönüm,noktası,I,,provisional_curation_requires_human_rating,Bir sürecin yönünü kökten değiştiren önemli olay,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=d%C3%B6n%C3%BCm%20noktas%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir dönüm noktası.,two_word_nominal_template,O gün projemizde önemli bir dönüm noktasıydı.,dönüm noktasıydı,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/4629495,duran,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Bu buluş tıp tarihinde dönüm noktası oldu.,dönüm noktası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Final maçı kariyerinin dönüm noktasıydı.,dönüm noktasıydı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-081,TR,fırsat penceresi,2,nominal_multiword_expression,fırsat,penceresi,I,,provisional_curation_requires_human_rating,Bir işi gerçekleştirmek için kısa süreli uygun koşullar,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=f%C4%B1rsat%20penceresi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir fırsat penceresi.,two_word_nominal_template,Müzakereler için kısa bir fırsat penceresi açıldı.,fırsat penceresi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Şirket pazara girmek için fırsat penceresini kaçırdı.,fırsat penceresini,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Uzmanlar reform adına hâlâ bir fırsat penceresi bulunduğunu söylüyor.,fırsat penceresi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-082,TR,gri alan,2,nominal_multiword_expression,gri,alan,I,,provisional_curation_requires_human_rating,Kuralların veya doğruların kesin olmadığı belirsiz konu,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=gri%20alan,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir gri alan.,two_word_nominal_template,Bu bir yasal gri alan.,gri alan,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/5065849,duran,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Yasa bu konuda geniş bir gri alan bırakıyor.,gri alan,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Etik ile çıkar çatışması arasındaki gri alan tartışıldı.,gri alan,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-083,TR,güven oyu,2,nominal_multiword_expression,güven,oyu,I,,provisional_curation_requires_human_rating,Bir yönetimin görevini sürdürmesine verilen resmî destek,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=g%C3%BCven%20oyu,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir güven oyu.,two_word_nominal_template,Hükümet parlamentodan güven oyu aldı.,güven oyu,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Başbakan yarın meclisten güven oyu isteyecek.,güven oyu,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yönetim kurulu başkana yeniden güven oyu verdi.,güven oyu,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-084,TR,ince ayar,2,nominal_multiword_expression,ince,ayar,I,,provisional_curation_requires_human_rating,Küçük ama sonucu belirgin biçimde iyileştiren düzenleme,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=ince%20ayar,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir ince ayar.,two_word_nominal_template,Mühendisler sistemde son bir ince ayar yaptı.,ince ayar,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Mesajın tonuna biraz ince ayar gerekiyor.,ince ayar,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Politika, bölgesel farklara göre ince ayarla uygulanacak.",ince ayarla,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-085,TR,kalp kırıklığı,2,nominal_multiword_expression,kalp,kırıklığı,I,,provisional_curation_requires_human_rating,Duygusal incinme ve derin üzüntü,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=kalp%20k%C4%B1r%C4%B1kl%C4%B1%C4%9F%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir kalp kırıklığı.,two_word_nominal_template,Ayrılığın kalp kırıklığını uzun süre atlatamadı.,kalp kırıklığını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Roman genç bir kadının kalp kırıklığını anlatıyor.,kalp kırıklığını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu sözler onda derin kalp kırıklığı yarattı.,kalp kırıklığı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-086,TR,kırılma noktası,2,nominal_multiword_expression,kırılma,noktası,I,,provisional_curation_requires_human_rating,Bir sürecin davranışını veya yönünü değiştirdiği kritik eşik,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=k%C4%B1r%C4%B1lma%20noktas%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir kırılma noktası.,two_word_nominal_template,Herkesin bir kırılma noktası var.,kırılma noktası,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/4706647,duran,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Uzayan grev görüşmelerde kırılma noktası oldu.,kırılma noktası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Sıcaklık malzemenin kırılma noktasına yaklaştı.,kırılma noktasına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-087,TR,kör nokta,2,nominal_multiword_expression,kör,nokta,I,,provisional_curation_requires_human_rating,Fark edilmeyen eksiklik veya değerlendirme dışı kalan alan,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=k%C3%B6r%20nokta,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir kör nokta.,two_word_nominal_template,"Rapor, politikanın en önemli kör noktasını gösterdi.",kör noktasını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Her yöneticinin fark etmediği bir kör noktası olabilir.,kör noktası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Tartışmada kırsal kesim yine kör nokta olarak kaldı.,kör nokta,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-088,TR,köprü başı,2,nominal_multiword_expression,köprü,başı,I,,provisional_curation_requires_human_rating,Daha geniş bir alana yayılmak için elde tutulan stratejik konum,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=k%C3%B6pr%C3%BC%20ba%C5%9F%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir köprü başı.,two_word_nominal_template,Şirket bölge pazarında stratejik bir köprü başı elde etti.,köprü başı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Birlikler nehrin karşı kıyısında köprü başını korudu.,köprü başını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Liman, yeni ticaret ağı için köprü başı işlevi görüyor.",köprü başı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-089,TR,kukla hükümet,2,nominal_multiword_expression,kukla,hükümet,I,,provisional_curation_requires_human_rating,Başka bir gücün yönlendirmesiyle hareket eden yönetim,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=kukla%20h%C3%BCk%C3%BCmet,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir kukla hükümet.,two_word_nominal_template,Muhalefet yönetimi kukla hükümet olmakla suçladı.,kukla hükümet,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,İşgal gücü bölgede bir kukla hükümet kurdu.,kukla hükümet,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Kukla hükümet bağımsız karar alamıyordu.,Kukla hükümet,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-090,TR,kurşun asker,2,nominal_multiword_expression,kurşun,asker,I,,provisional_curation_requires_human_rating,Sorgulamadan ve duygusuzca emir uygulayan kişi,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=kur%C5%9Fun%20asker,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir kurşun asker.,two_word_nominal_template,Yönetici çevresinde yalnızca kurşun asker istiyor.,kurşun asker,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Kurşun asker gibi verilen her emri sorgusuz uyguladı.,Kurşun asker,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Parti, üyelerini kurşun askere çevirmemeli.",kurşun askere,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-091,TR,merdiven altı,2,nominal_multiword_expression,merdiven,altı,I,,provisional_curation_requires_human_rating,"Kayıt ve denetim dışında, uygunsuz koşullarda yapılan üretim",curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=merdiven%20alt%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir merdiven altı üretim.,manual_turkish_structure_override,Ali merdiven altı bir atölyede çalışıyor.,merdiven altı,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/8039939,cinali,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Merdiven altı üretim halk sağlığını tehdit ediyor.,Merdiven altı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Ekipler merdiven altı atölyeleri denetledi.,merdiven altı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-092,TR,nalıncı keseri,2,nominal_multiword_expression,nalıncı,keseri,I,,provisional_curation_requires_human_rating,Her durumda çıkarı kendine yönelten tutum,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=nal%C4%B1nc%C4%B1%20keseri,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir nalıncı keseri.,two_word_nominal_template,Kaynak dağıtımında nalıncı keseri gibi hep kendine yontuyor.,nalıncı keseri,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Onun nalıncı keseri tutumu ortakları bezdirdi.,nalıncı keseri,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Karar yine nalıncı keseri misali yöneticilerin çıkarına çalıştı.,nalıncı keseri,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-093,TR,rüşvet çarkı,2,nominal_multiword_expression,rüşvet,çarkı,I,,provisional_curation_requires_human_rating,Rüşvetle işleyen düzenli çıkar ağı,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=r%C3%BC%C5%9Fvet%20%C3%A7ark%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir rüşvet çarkı.,two_word_nominal_template,Soruşturma belediyedeki rüşvet çarkını ortaya çıkardı.,rüşvet çarkını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Rüşvet çarkının içinde çok sayıda görevli vardı.,Rüşvet çarkının,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yeni denetim sistemi rüşvet çarkını kırmayı amaçlıyor.,rüşvet çarkını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-094,TR,sabır taşı,2,nominal_multiword_expression,sabır,taşı,I,,provisional_curation_requires_human_rating,Dert dinleyen ve sıkıntılara sessizce katlanan kişi,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=sab%C4%B1r%20ta%C5%9F%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir sabır taşı.,two_word_nominal_template,Yıllardır herkesin derdini dinleyen kadın sabır taşına dönmüştü.,sabır taşına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Beni sabır taşı sanıp bütün sorunlarını anlatıyor.,sabır taşı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Evin sabır taşı olan baba sonunda isyan etti.,sabır taşı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-095,TR,sis perdesi,2,nominal_multiword_expression,sis,perdesi,I,,provisional_curation_requires_human_rating,Gerçeğin anlaşılmasını engelleyen belirsizlik veya yanıltma,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=sis%20perdesi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir sis perdesi.,two_word_nominal_template,Açıklamalar gerçeğin önüne sis perdesi çekti.,sis perdesi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yönetim rakamları bir sis perdesinin arkasına sakladı.,sis perdesinin,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Soruşturma olayın üzerindeki sis perdesini kaldırdı.,sis perdesini,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-096,TR,sürpriz yumurta,2,nominal_multiword_expression,sürpriz,yumurta,I,,provisional_curation_requires_human_rating,"İçinden beklenmedik sonuçlar çıkabilecek kişi, olay veya paket",curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=s%C3%BCrpriz%20yumurta,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir sürpriz yumurta.,two_word_nominal_template,Bu transfer paketi tam bir sürpriz yumurta çıktı.,sürpriz yumurta,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Yeni yönetmelik içinde pek çok sürpriz yumurta barındırıyor.,sürpriz yumurta,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Kutudan nasıl bir sürpriz yumurta çıkacağını kimse bilmiyor.,sürpriz yumurta,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-097,TR,şamar oğlanı,2,nominal_multiword_expression,şamar,oğlanı,I,,provisional_curation_requires_human_rating,Her yanlışın sorumluluğu yüklenen ve sürekli hırpalanan kişi,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=%C5%9Famar%20o%C4%9Flan%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir şamar oğlanı.,two_word_nominal_template,Onların sadece bir şamar oğlanına ihtiyacı var.,şamar oğlanına,internet_open_license,Tatoeba Turkish sentences,https://tatoeba.org/en/sentences/show/5060143,duran,CC BY 2.0 FR,verified_open_license,manually_reviewed_target_sense,Takım her yenilgide kaleciyi şamar oğlanına çeviriyor.,şamar oğlanına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Krizin şamar oğlanı olarak yine küçük esnaf seçildi.,şamar oğlanı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-098,TR,şöhret basamağı,2,nominal_multiword_expression,şöhret,basamağı,I,,provisional_curation_requires_human_rating,"Ün kazanmaya yarayan kişi, olay veya fırsat",curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=%C5%9F%C3%B6hret%20basama%C4%9F%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir şöhret basamağı.,two_word_nominal_template,Yarışma genç oyuncu için şöhret basamağı oldu.,şöhret basamağı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu rolü yalnızca şöhret basamağı olarak görmediğini söyledi.,şöhret basamağı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Sosyal medya birçok kişi için hızlı bir şöhret basamağına dönüştü.,şöhret basamağına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-099,TR,taht kavgası,2,nominal_multiword_expression,taht,kavgası,I,,provisional_curation_requires_human_rating,Yönetim gücünü ele geçirmek için yürütülen sert mücadele,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=taht%20kavgas%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir taht kavgası.,two_word_nominal_template,Liderin ayrılmasından sonra partide taht kavgası başladı.,taht kavgası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Şirketteki taht kavgası kararları geciktiriyor.,taht kavgası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,İki kardeş arasındaki taht kavgası aileyi böldü.,taht kavgası,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-100,TR,tezgâh altı,2,nominal_multiword_expression,tezgâh,altı,I,,provisional_curation_requires_human_rating,Resmî denetim dışında gizlice yapılan satış veya işlem,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=tezg%C3%A2h%20alt%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir tezgâh altı satış.,manual_turkish_structure_override,Yasak ürünler tezgâh altından satılıyordu.,tezgâh altından,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Biletlerin tezgâh altı satışına soruşturma açıldı.,tezgâh altı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bazı ilaçlar eczanelerde tezgâh altına düşmüş.,tezgâh altına,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-101,TR,vitrin süsü,2,nominal_multiword_expression,vitrin,süsü,I,,provisional_curation_requires_human_rating,Yalnızca iyi görüntü vermek için öne çıkarılan etkisiz unsur,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=vitrin%20s%C3%BCs%C3%BC,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir vitrin süsü.,two_word_nominal_template,Kuruldaki genç üyeler yalnızca vitrin süsü olarak kullanıldı.,vitrin süsü,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu danışma organı yetkisiz bir vitrin süsünden ibaret.,vitrin süsünden,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Çevre projesinin vitrin süsü olmadığı kanıtlanmalı.,vitrin süsü,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-102,TR,zaman tüneli,2,nominal_multiword_expression,zaman,tüneli,I,,provisional_curation_requires_human_rating,Geçmiş bir dönemi yeniden yaşatıyormuş duygusu veren ortam,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=zaman%20t%C3%BCneli,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir zaman tüneli.,two_word_nominal_template,Eski mahallede yürürken kendini zaman tünelinde hissetti.,zaman tünelinde,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Müze ziyaretçileri adeta zaman tüneline sokuyor.,zaman tüneline,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Bu fotoğraf albümü beni bir zaman tünelinden geçirdi.,zaman tünelinden,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-103,TR,kartopu etkisi,2,nominal_multiword_expression,kartopu,etkisi,I,,provisional_curation_requires_human_rating,Küçük başlayan bir gelişmenin giderek hızlanıp büyümesi,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=kartopu%20etkisi,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir kartopu etkisi.,two_word_nominal_template,Küçük zamlar zamanla kartopu etkisi yarattı.,kartopu etkisi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Kampanya sosyal medyada kartopu etkisiyle büyüdü.,kartopu etkisiyle,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Biriken borçlar kartopu etkisi göstererek katlandı.,kartopu etkisi,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
TR-NC-104,TR,aslan payı,2,nominal_multiword_expression,aslan,payı,PC,,provisional_curation_requires_human_rating,Paylaşımda bir kişiye düşen en büyük bölüm,curator_paraphrase_after_lexicographic_check,Türk Dil Kurumu Sözlükleri,https://sozluk.gov.tr/?ara=aslan%20pay%C4%B1,paraphrased_not_copied,source_link_recorded_review_if_publishing,Bu bir aslan payı.,two_word_nominal_template,Bütçeden aslan payını eğitim aldı.,aslan payını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Kazancın aslan payı büyük ortağa gitti.,aslan payı,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,Pazarın aslan payını üç şirket kontrol ediyor.,aslan payını,authored_for_dataset,Dataset authors,,,Original text; dataset license not yet assigned,not_external_original_text,authored_meaning_checked,"Two-token candidate; class is provisional, not a gold human label.",2026-06-23
